artist,song,doc_str,term_count
ARIANA GRANDE,Dangerous Woman,do need permission made decision test limits s business god witness start finished do need hold taking control kind moment m loaded focused mind is got skin skin god do stop boy somethin makes feel woman somethin bout somethin somethin makes wan do things somethin bout somethin somethin nothing prove m know m doing way re movin introducing thing wan savor save taste flavor m taker m giver s live danger got skin skin god do ya stop somethin makes feel woman somethin bout somethin somethin makes wan do things somethin bout somethin somethin girls wan be bad girls underneath know m feeling inside somethin bout somethin bout97 girls wan be bad girls underneath know m feeling inside somethin bout somethin bout97 mmmm oohooh somethin makes feel woman somethin bout somethin somethin makes wan do things somethin bout somethin somethin girls wan be mmmm bad girls underneath know m feeling inside know m feeling inside baby somethin bout somethin girls wan be bad girls underneath know m feeling inside somethin bout somethin bout97 outro nan s somethin ha s somethin boy haahayy s somethin boy somethin bout somethin somethin s somethin boy s somethin boy,253
ARIANA GRANDE,Focus,know came do ai gon change go talk talk take bait m doin like m day night ai m babe ai keep holdin come get let say say m put woo focus fffocus woo focus fffocus woo focus focus fffocus woo focus focus focus fffocus woo focus tell re s written lips ai need hold go talk shit hey know re react ayy know re m ai do know is hey yeah ai keep holding one keep holdin come get let say say ooh m put woo focus hey fffocus woo baby focus oh fffocus woo focus focus fffocus woo focus baby focus focus fffocus woo focus babe girls uh hey know uh hey badababa badadadadada focus come uh focus uh oh woah hey ai keep holding one keep holding come get let say say let say say m put focus woo hey fffocus woo know focus focus fffocus woo focus focus focus fffocus woo oh focus focus focus fffocus woo focus focus fffocus focus woo focus ooh yeah yeah yeah fffocus focus focus woo,216
ARIANA GRANDE,"Guess it fuckin' just clicked one night
All them demons helped me see shit differently
So don't be sad for me

How you been spending your time? (How?)
How you be using your tongue? (How?)
You be so worried 'bout mine (Mine)
Can't even get yourself none
You know you sound so dumb (So dumb, so dumb)
You know you sound so dumb (So dumb)

So maybe you should shut up, mmm
Yeah, maybe you should shut up
Said if only you would shut up (Mmm)
Yeah, that's right, you should shut up (Ah)

I vibrate high and my circle lit
We ain't really with drugs and shit
Love the game so I ain't nevuc0u1077 r miss
Keep opinions muted for the hell of it
'Causuc0u1077  I like my shit (Mmm, yep)
How you been spending your time? (How?)
How you be using your tongue? (How?)
You be so worried 'bout mine (Mine)
Can't even get yourself none
You know you sound so dumb (So dumb, so dumb)
You know you sound so dumb (So dumb)

So maybe you should shut up, mmm
Yeah, maybe you should shut up
",love language,2
ARIANA GRANDE,"Hoping life brings you no new pain

I rearrange my memories
I try to rewrite our life

But no matter how I try to (Mm)
And no matter how I want to (Mm)
And no matter how easy things could be if I did
And no matter how guilty I still feel saying it
I wish I hated you
I wish that weren't true
Wish there was worse to you
I wish you were worse to me
Yeah, I wish I hated you

Our shadows dance in a parallel plane
Just two different endings, you learn to repair
And I learn to keep me in one place

So close (So close) and yet so far (So far)
If only we had known from the start
But no matter how I try to (Mm)
And no matter how I want to (Mm)
And no matter how easy things could be if I did
And no matter how guilty I still feel saying it
I wish I hated you
I wish that weren't true
Wish there was worse to you









",formation,0
ARIANA GRANDE,"How can I tell if I'm in the right relationship?
Aren't you really s'posed to know that shit?
Feel it in your bones and own that shit? I don't know
Then I had this interaction I've been thinkin' 'bout for like five weeks
Wonder if he's thinkin' 'bout it too and smiling
Wonder if he knows that that's been what's inspirin' me
Wonder if he's judgin' me like I am right now

I don't care
I'd rather tell the truth (Truth)
Than make it worse for you, mm (You)

If the sun refused to shine
Baby, would I still be your lover?
Would you want me there?
If the moon went dark tonight
And if it all ended tomorrow
Would I be the one on your mind, your mind, your mind?
",wish i hated,2
ARIANA GRANDE,"I can't deny, I really miss it
To think that I was wrong
I guess you don't know what you got 'til it's gone
Pain is just a consequence of love
I'm saying sorry for the sake of us

He wasn't my everything 'til we were nothing
And it's taking me a lot to say
But now that he's gone, my heart is missing something
So it's time I push my pride away
'Cause you are, you are
You are my everything
You are, you are
You are my everything

I know you're not far, but I still can't handle all the distance
You're traveling with my heart
I hope this is a temporary feeling
'Cause it's too much to bear without you
And I know ""sorry"" ain't the cure
If I cross your mind, just know I'm yours
'Cause what we got is worth fighting for
'Cause you are
You weren't my everything 'til we were nothing
And it's taking me a lot to say
Now that you're gone, my heart is missing something
So it's time I push my pride away
You are, you are
You are my everything
You are, you are
You are my everything

[Outro]
Ooh, mm-ah, yeah
You are, you are, you are, ooh
",intro end world,3
ARIANA GRANDE,"I know I be on some bullshit
Know I be driving you crazy
But I know you love how I whip it
You can only stay mad for a minute
So come here and give me some kisses
You know I'm very delicious
You know I'm very impatient
Might change my mind, so don't keep me waiting

I just wonder, baby, if you're gonna stay
Even if, one day, I lose it and go crazy
I know this shit kinda heavy
I just wanna tell you directly
So, boy, let me know if you ready

Are you down? What's up?
Are you down? What's up?
Are you down?
Are you down?
Are you down?
Are you down?
Are you down? Mmm
You know you be on some bullshit (Bullshit)
Act so possessive and crazy (Crazy)
But I know that's just 'causuc0u1077  you love me
And you ain't scared to show muc0u1077  your ugly
And maybe that's just how it's supposed to be
I'm the release, you the dopamine

And you wonder, baby, if I'm gonna stay
Even if one day, you lose it and go crazy
I know this shit kinda heavy (Heavy)
Just wanna ask you directly (Directly)
Boy, let me know if you ready

Are you down? What's up? (What's up?)
Are you down? What's up? (What's up?)
Are you down?
Are you down? (What's up?)
Are you down? (What's up?)
Are you down? (Tell me)
Are you down? (Are you gonna be)

Six thirty (Mmm)
Down like six thirty (Mmm)
Down like sunsets (Down like sunsets)
Down like my head on your chest (Mmm)
Down like six thirty (Ooh)
Down like six thirty (Six thirty)
Down like my foot on the gas, skrrt, skrrt
Down like six thirty, yeah
What you gon' do when I'm bored
And I wanna play video games at 2 AM?
What if I need a friend? Will you ride 'til the end?
Am I enough to keep your love?
When I'm old and stuff, will you still have a crush?

Are you down? What's up?
Are you down? What's up?
Are you down? (Oh)
Are you down?
Are you down?
Are you down? (Tell me)
Are you down? (Are you gonna be)

Six thirty (Mmm)
Down like six thirty (Down like six thirty)
Down like sunsets (Down like sunsets)
Down like my head on your chest (Down like my head on your chest)
Down like six thirty (Ooh)
Down like six thirty (Six thirty)



'uc0u8203 don'92t wanna break up again'


I fall asleep cryin'
You turn up the TV
You don't wanna hear me
One more sleepless night
Big day in the morning
So, I take my time to self-soothe

I'm too much for you
So I really gotta do
The thing I don't wanna do
No, I don't, don't, don't, don't

I don't wanna fuck with your head
It's breakin' my heart
To keep breakin' yours again (Yours again, yours again, yours again)
This situationship has to end
But I just can't refuse
I don't wanna break up again (Up again, up again, up again), baby

I made it so easy
Spent so much on therapy
Blamed my own codependency
But you didn't even try
When you finally did, it was at the wrong time
Won't abandon me again for you and I, I
I'm too much for you
So I really gotta do
The thing I don't wanna do
No, I don't, don't, don't, don't

I don't wanna fuck with your head
It's breakin' my heart (Breakin' my heart)
To keep breakin' yours again (Yours again, yours again, yours again)
This situationship has to end
But I just can't refuse
I don't wanna break up again (Up again, up again, up again)

We both know it's time
So we say goodbye
Just one kiss goodbye
With tears in our eyes
Hope you won't, won't regret me
Hope you'll still think fondly of our little life

I don't wanna fuck with your head
It's breakin' my heart (Breakin' my heart)
To keep breakin' yours again (Yours again, yours again, yours again)
This situationship has to end
But I just can't refuse
I don't wanna break up again (Up again, up again, up again), baby
[Outro]
(Hah, hah, hah)
(Hah, hah, hah)
Don't wanna break up again (Breakin' my heart)
I don't wanna, baby
Situationship has to end (Know it has to end)
",everything,0
ARIANA GRANDE,Into You,ai cross line heyyeah game play roll dice hey baby look started temperature rising is gon happen been waiting waiting make move move make move move baby come light baby let bit baby s want conversation body m got everyone watchin baby let keep bit baby do let see conversation body m ooh yeah take time hey made mistakes better get right baby baby look started temperature rising is gon happen been waiting waiting make move move make move move baby come light baby let bit baby s want conversation body m got everyone watchin baby let keep mm bit baby do let see conversation body m m tell came wait m edge control need need know know yeah baby come light light baby let bit dangerous baby s want want conversation body m got everyone watchin watchin baby let keep bit scandalous baby do let see conversation body m ooh ooh outro nan light light baby boy want conversation body,205
ARIANA GRANDE,Moonlight,look every look touch every touch makes give heart oohooh be crushin ooh stay are knew knew hold moonlight hands night held are moonlight moonlight kiss fingertips m wishing s mine s giving elvis james dean eyes puts lips puts lips neck neck makes give body oohooh be fallin ooh stop cause knew knew hold moonlight hands night held are moonlight moonlight baby be fallin re moonlight moonlight like nan outro nan s makes dance tryna sit back whip cancel plans sweet candy s man,80
ARIANA GRANDE,NASA,be say love phone tonight wan be arms tonight use covers stay tonight think m tonight ain92t checkin get home tonight makin m tonight is tonight m sayin baby can92t miss i92m miss change way kiss baby know time apart is give world ima need space ima space i92ma ima need know m star space ima need space ima space ima ima need space nasa give world ima need space ima space ima ima need know m star space ima need space ima space ima ima need space nasa bottom line love stayed night think m page tonight ai nothing saying need time orbit gravity seems be thing s pulling be rise shine stars align mmm baby miss m miss change way kiss baby know time apart is give world ima need space ima space ima ima need know m star space ima need space ima space ima ima need space nasa give world ima need space ima space ima ima need know m star space ima need space ima space ima ima need space nasa do wan leave m selfdiscover keep orbit know drag do wan leave m selfdiscover do wan leave m selfdiscover keep orbit know drag keep orbit know drag outro nan be mmm,278
ARIANA GRANDE,"Nothin' else, nothin' moreuc0u8197 important
Makesuc0u8197 me wanna believeu8197 in love (Mmm)
I love the thoughtuc0u8197 of us in the evening
Crave the feeling
The way you feel, somethin' 'bout it's healing
I'm praying we don't fuck this up (Ah-ah-ah, babe)

Others that I've had had to impress me before
But I knew you were the real thing
When you walked through the door
I didn't think that I would have to spell it out

Don't put the bands, put the bands on me
Oh, my love, oh, my love is free
Ain't no price on my loyalty
No shit, got me right where you want me, baby
Could I be more obvious? (Ooh)
Hard to think when I'm under you
Tell you all of my dirty truths
No shit, got me right where you want me, baby
Could I be more obvious?
Maybe if I'm lucky, you might stay the afternoon
If you gotta work, just promise me you'll come back soon
Maybe you should pack a suitcase too (Too)
I love the thought of you never leavin' (No)
Days repeatin'
Gettin' steps up on the treadmill while you sleepin'
Never thought I'd believe in love again

Others that I've had had to impress me before (Ooh)
But I knew you were the real thing
When you walked through the door
I didn't think that I would have to spell it out

Don't put the bands, put the bands on me
Oh, my love, oh, my love is free
Ain't no price on my loyalty
No shit, got me right where you want me, baby
Could I be more obvious? (Ooh)
Hard to think when I'm under you
Tell you all of my dirty truths
",boy is,1
ARIANA GRANDE,One Last Time,feel failure know failed ve done do want liar know know know gives everything give know know know got everything got time need be one takes home time promise let go baby do care got heart care is wake arms time need be one takes home do deserve know do deserve stay minute swear make ca forgive know is fault ve been know know know gives everything give know know know got everything got baby time need be one takes home time promise let go baby do care got heart care is wake arms time need be one takes home yeah know ve fought m hey stay minute swear make babe do wan be time need be one takes home takes home babe time promise let go baby do care got heart babe care is wake arms time need be one takes home yeah outro nan,178
ARIANA GRANDE,Santa Tell Me,santa tell cares give be year feeling christmas m trying play s focus see walking room let snow is blasting get mood m avoiding mistletoe know s love thinks christmas m boy santa tell re do make fall love be year santa tell cares give be year ve been road fell love christmas night new year day woke was side need someone hold be fire cold s tell is fling s love thinks christmas m boy santa tell re do make fall love be year santa tell cares give be year wan have beside fireplace do want heart year ve got be baby santa tell santa tell be be santa tell santa tell santa tell santa tell re care do make fall love be year santa tell tell cares tell boy give be year santa tell tell re santa baby do make fall love be year be be,149
ARIANA GRANDE,"Yeah
Ooh-ooh (Ayy), yee

I just got some real good news from work, boy (It's a surprise, surprise)
You can't imagine what I'm 'bout to say (It's a surprise, surprise)
It's so hard to hold back, baby (It's a surprise, surprise)
I'm so excited, I can hardly wait (It's a surprise, surprise)
Listen, babe

Tonight, I'm a baller, babe (Tonight, I'm a baller, babe)
Even way beneath it, ooh, woah (Even way beneath me, shawty)
What else is there to say, boy? (What else is there to say, boy?)
Say, bae, you should play with me, babe (Yeah)

It feels so good to be so young
And have this fun, and be successful (Yee)
I'm so successful (Yeah)
And, girl, you too, you are so young
And beautiful, and so successful (Oh, woah, ayy, yeah)
I'm so successful (Yee)
This ain't nothin' ordinary for me (It's a surprise, surprise)
We ain't goin' to your favorite place (It's a surprise, surprise; Yeah, yeah)
You keep askin', ""What is so special?"" (It's a surprise, surprise)
You really wanna know? You'll have to wait (It's a surprise, surprise)

Tonight, I'm a baller, babe (Tonight, I'm a baller, baby)
Even way beneath it, ooh, woah (Even way beneath me, shawty)
What else is there to say, boy? (What else is there to say, boy?)
Say, bae, you should play with me, babe (Yee)

It feels so good to be so young
And have this fun, and be successful (I, I, I; mm-hm)
I'm so successful
And, girl, you too, you are so young (Mm)
And beautiful, and so successful (Woah, ayy)
I'm so successful (Yeah, yeah)

Let me put my hands over your eyes (It's a surprise, surprise)
Mm, yeah, mmm (It's a surprise, surprise)
Boy (Babe), are you ready for your surprise? (It's a surprise, surprise)
(It's a surprise, surprise)
Mmm, ah, oh, I'ma give it to ya (Mm)
Mmm, ah, oh, I'ma give it to ya (Oh, ayy)
Do you like it, babe? (Do you like it, babe?)
Does it give you chills? (Does it give you chills?)
Does it make you feel (Does it make you feel)
Cold? (Yeah)
Oh-oh-oh, woah
Tonight, I'm a baller, babe (Tonight, I'm a baller, baby)
Even way beneath it, ooh, woah (Even way beneath me, shawty)
What else is there to say, boy? (What else is there to say, boy?)
Say, bae, you should play with me, babe (Yeah)

It feels so good to be so young
And have this fun, and be successful
I'm so successful (Yeah)
And, girl, you too, you are so young
And beautiful, and so successful (Yeah)
I'm so successful (Yeah, yeah)

[Outro]
Mm, na-na-na-na-na
",uc0u8203 shut,1
ARIANA GRANDE,uc0u8203 God is a woman,is said done believe god is woman feel midnight feelin fight lingers re done believe god is woman do wan waste time yeah ai got mind yeah have way tell know know want ai nobody relate boy like ai baby lay let pray m way want be things told be try come keep flourishing s love move love touch is said done believe god is woman feel midnight feelin fight lingers re done believe god is woman tell things know baby take hands save soul make take slow mm tell know know want yeah re rest confess get blessed see deserve comes m way want be things told be ooh try come keep flourishing s ooh love move ooh love touch is said done believe god is woman feel midnight feelin fight lingers re done believe god is woman outro nan god is woman god is woman yeah is said done believe god is woman believe god god is woman yeah god is woman yeah ooh,185
ARIANA GRANDE,uc0u8203 R.E.M.,night met yeah was re dream woah was day yeah believe believe believe mm re dream speak do move do wan na wake wake wake wake do wan na wake wake oh wake wake boy re dream believe babe boy re dream excuse love know s way start conversation trouble watch girls come bug felt knew wanted hug do know way stop playing worries lay shh do say is baby bum bum bum bum bum bum bum bum bum bum bum re love starts conversation nobody do are picture cut hide get mind mhm try want stand yell dare tell think heard wedding bells shh keep yourself is is speak do move do wan na wake wake wake wake do wan na wake wake wake wake re dream believe re dream boy buy anything buy gets try know m thinking myself happened see dreams shh know know treat know eat know beat know keep housekeeping seal bum bum bum bum bum bum bum bum bum bum bum do wan touch m turn people couple s month tell re leave do need duffel la perla let vickie keep boy ai know re gon peep ooh hey speak do move do wan na wake wake wake wawake wake wake wake wawake do want re dream does end believe re dream outro ariana grande nan mm yeah mm yeah mm yeah,229
ARIANA GRANDE,uc0u8203 bad idea,runnin outta time wishin come save do wan roll tryna get control let go mmm got find mmm yeah got idea take bit time got idea forget forget yeah forget arichan got idea uhhuh ima call numb pain arichan got idea uhhuh forget forget yeah forget know baby know need somebody gim something feel do trip do trip know is know m do wan roll tryna get control let go mmm got find got idea take bit time got idea forget forget yeah forget arichan got idea uhhuh ima call numb pain arichan got idea uhhuh forget forget yeah forget got get control let go ooh wishin come save got idea uhhuh take bit time arichan got idea oh forget forget yeah forget arichan got idea idea ima call numb pain arichan got idea idea forget forget yeah forget arichan yeah uhhuh forget forget yeah forget arichan uhhuh forget forget yeah forget outro nan got idea take bit time got idea,235
ARIANA GRANDE,uc0u8203 better off,give importance love have fall knees tell know bark tree fall leave nah watch drink yeah steering headaches start re being body half heart comments come let feelings do want let know hate gettin woah m m being road lot had keep thousand m being ya go face be ready swear love is curse make head shoes head shoes let put topics bed go fuck roof say did keep insisting listen proposition dismiss offense yeah steering headaches start re being body half heart comments come let feelings do want let know hate gettin yeah m m being road lot had keep thousand m being ya no outro nan m m being,78
ARIANA GRANDE,uc0u8203 bloodline,mmm yeah yuh re know re one m got feelin mind love love baby are let know love thank leave put s time go get love do s show take leave got ta take leave uh do want bloodline yeah have time yeah need apologize gon have let shit go do want bloodline yeah make mine need apologize gon have let shit go yeah yeaheheh yeaheh yuh be talking day ai got say hell ai love ship sailed love love baby are let know love thank leave put s time go get love do s show take leave got ta take leave uh do want bloodline yeah have time yeah need apologize gon have let shit go do want bloodline yeah do want make mine make need apologize need yeah gon have let shit go yeah yeaheheh yeaheh say know want want know think think see think know looking m yee know need be know want want know think think see know looking m know need be be do want bloodline yeah do want bloodline have time yeah just have time need apologize gon have let shit go do want bloodline yeah make mine need apologize gon have let shit go yeah woo yeaheheh yeah yeaheheh,253
ARIANA GRANDE,uc0u8203 eternal sunshine,do care people say know change guess say ca rearrange truth ve seen someone lie do start think s ooh get loop play scenes s bed mmmm layin chest m head wonderin ends be say m got feelin sorry showed demons lies played atari s m mirror hope feel re found boy s side re sunshine sunshine try wipe mind feel feel painless forget know know ve fought door mm close move play scenes s bed layin chest m head wonderin ends ends ends be say m got feelin sorry showed demons lies played atari s m mirror hope feel re found boy s side re sunshine sunshine wo break shake fate rewrite breaths chest life death rewind wo break wo ca shake shake fate fate rewrite deep deep breaths breaths tight chest chest life life death death be say m got feelin sorry showed demons lies played atari s m mirror wo break shake hope feel re fate rewrite found boy s side breaths chest re sunshine sunshine life death rewind outro nan wo break wo ca shake shake fate fate rewrite deep deep breaths breaths tight chest chest life life death death rewind wo break wo ca shake shake fate fate rewrite,246
ARIANA GRANDE,uc0u8203 everytime,go time get tired noshows get tired control yuh keep telling let go do let go say keep giving people stares yuh m re yuh s something shakespeare m re ve tried fight energy time think m get call get fall teenager does god keep bringing get pretend m selfdestruct show idiot does god keep bringing go go time get wave yuh boy look slip lace keep calling headcase make case change ve tried fight energy yee time think m get call get fall teenager does god keep bringing mm back baby get pretend m selfdestruct show idiot does god keep bringing go go back go time go go,71
ARIANA GRANDE,uc0u8203 fake smile,night party sayin hi everybody i92m sorry s time leave got ta leave got got be m starving somebody walk car go i92m gon make m love above m being done been way fake smile fake m woo ah woo ah say i92m feeling fine been can92t lie woo ah woo ah fuck fake smile smile fuck fake smile fake smile read things write hear re sayin92 tv s s gettin shock shocking do blame know s life chose baby m want know m love above m being done been way fake smile fake m woo ah woo ah say m feeling fine been lie woo ah woo ah fuck fake smile smile fuck fake smile fake smile m ai gon lie arms crossed attitude lips pouted m ai gon lie neck roll attitude yuh m ai gon lie arms crossed attitude lips pouted m ai gon lie neck roll attitude yuh fake smile fake fake m smile woo ah woo ah ooh say m feeling fine m feeling fine been lie woo ah woo ah,204
ARIANA GRANDE,uc0u8203 fantasize*,weeks saw front row heart stopped sight ooh yeah thought were solo thought were solo got girl got girl life ai been been feelin boys blowin phone uh ai baby m be go uhuh uh s something know boy fantasize time were mine give pussy fivetonine tryin behave m type way way way ai months re ther babe tell muc0u1077 pretendin keep waitin m door bye bye bye m leaving been feelin weak boys blowin phone my phone uh ai baby m be be go go uh s something know should know boy fantasize time were were baby give pussy fivetonine fivetonine tryin behave m type way way way ai oohooh papapapapapapapa do anything oohooh oh papapapapapapapa mean m boys blowin phone ai baby fantasize time were were give pussy fivetonine tryin behave m type way type way ai outro nan oohooh haha ha papapapapapapapa ai baby oohooh oh ooh ah papapapapapapapa tryna behave tryin behave m,167
ARIANA GRANDE,uc0u8203 get well soon,say system is overloaded girl s come m head did notice girl s come body earth m girl s come down disconnected feel is everybody babe got ta take care body ai time deny yeah is talking get talking get get deal do try get get get ai time deny get get had sit write get want get woo life is controlled girl s come is anybody mind does mmmm girl s come down is ladder get down girl s come down ground mud is down m gone is everybody babe got ta take care body uhhuh yuh yuh ai time deny yuh oh yeah is talking yuh yuh baby get talking get get deal do try get get get ooh ai time deny get get had sit write get work way top feel feel ooh oh know s downs s drops feel feel ooh ohayy fear say are blocked feel feel ooh know is room top feel feel ooh ah ah ah s thing trust yuh take make days had enough yeah be ai thing s s need someone pull bubble bubble be hug just hug be hey are are home are are call phone call phone be ayy sheesh be do care is gone do care is gone be be be mmmm work way woo feel feel woo m m m call m m know s downs s drops feel feel babe m m m call m m ah ayy fear say are blocked feel feel m m m call m m ahah know is room top feel feel m m m call matter issue matter ahahah s thing trust take make days had enough be be be ai thing s s need someone pull bubble bubble be hug just hug be be are are home are are call phone call phone be be be do care is gone do care is gone be be be,227
ARIANA GRANDE,uc0u8203 ghostin,re sleeping s arms need time time look cards ve been were anybody day tear rain parade hell from hell baby do ve been ve been m m hating do want admit hurts know breaks heart cry mmh know breaks heart cry ghostin get get m girl lot baggage love get m girl lot baggage yeah wish were do want living head comes visit m dreaming been been s look was done was said leave bed baby do ve been ve been m m hating do want admit hurts baby know breaks heart cry mmh know breaks heart cry ghostin get get m girl girl lot baggage,90
ARIANA GRANDE,uc0u8203 goodnight n go,baby tryna say ayy want is top know hands be baby come show mm got got dreamin ah close eyes re ah play mind reason know love tease ahah know m do be mistaken know m boy have be s ignore woah make s get say goodnight go ooh ooh ooh say goodnight go ooh ooh ooh say goodnight go days miss train come stay s say goodnight go have drinks talk things excuse stay sleep sleep heating be convenience be be have be s ignore woah make s get say goodnight go ooh ooh ooh say goodnight go know want baby ooh know re baby kiss ooh re baby read lips ooh know want have dadadadadadadadadadadadada dadadadadadadadadadadadada dadadadadadadadadadadadada dadadadadadadadadadadadada outro nan wan na say goodnight wan na say goodnight go wan na say goodnight baby say goodnight go can92t be friends wait love do wan tiptoe do wan hide do wan feed fire let story die be be friends like pretend cling papers pens wait wait love lolove wait love me truth sit silence mm baby girl s do wan argue do wan bite tongue think die got misunderstood look be friends like pretend cling papers pens wait wait love lolove wait love wait love lolove wait love know made do like paint m hanging made s daydream feel seen night s s need be friends like pretend cling papers pens wait wait love lolove wait love wait love lolove wait love outro nan wait love wait love wait love,291
ARIANA GRANDE,uc0u8203 imagine,staying night order pad thai gon noon me makeup bathtub bubbles ooh is pleasure feel act click click click post dripdripdripped gold quick quick let go kiss take clothes imagine world imagine world go m chest love face fits neck imagine world imagine world knew were kiss took breath feels baby be tell secrets creep shit s know s baby name credits movies do click click click post dripdripdripped gold quick quick let go kiss take clothes imagine world imagine world go m chest love face fits neck imagine world imagine world outro nan imagine imagine imagine imagine imagine imagine imagine imagine imagine imagine ooh imagine imagine imagine imagine imagine imagine imagine imagine,127
ARIANA GRANDE,uc0u8203 in my head,painted picture thought knew well got habit seeing is caught moment tangled sheets broke heart said wanted half imagination see see angel angel angel halo wingless angel falling falling thought leave falling falling needed something believe thought were one was head was head skrrt skrrt look invented gucci tennis shoes runnin issues cardio good heart heart figured work hmm painted picture thought drew well had vision seeing is caught moment tangled sheets broke heart said wanted half imagination see cain see abel abel abel abel abel know re falling falling thought need falling falling needed something believe thought were one was head was head skrrt skrrt look invented gucci tennis shoes runnin92 issues cardio good heart heart figured work hmm wanted grow was budding everything are made everything aren92t saw seein credentials s issue damn damn said maybe s issue ah can92t hold shit ah guess did yeah thought were somebody outro nan,134
ARIANA GRANDE,uc0u8203 just like magic,wake bed wan na have day mmm ah think head happens ayy twelve oclock got team meeting meditation ride studio listening shit wrote oh karma aesthetic keep conscience s m yeah finessed finessed take pen write love letters heaven magic baby magic oh yeah middle finger thumb snap magic yeah m oh yeah get everything want attract looking phone m disconnect oh yeah read fuckin book be tryna connected say s got keep ego wallet losing friends left send love light karma my aesthetic keep conscience s m ooh finessed ooh take pen write love letters heaven magic magic middle finger thumb snap ayy magic m get everything want attract do wan waste time shit password phone miss shit redesign brain gon make habits just magic magic magic baby magic middle finger thumb snap magic oh m ah yeah get everything want attract attract babe outro nan mmm mmm,143
ARIANA GRANDE,uc0u8203 make up,make wan make love break make end day boy know m wake love make yeaheheh go ruin makeup yeaheheh love make yeaheheh go ruin makeup yeaheheh energy attitude do coincide m day let tonight bring bed make sorryinabox pops surprise surprise love make yeaheheh go ruin makeup yeaheheh love make yeaheheh go ruin makeup yeaheheh promise kiss lips make stick way shut argument eyeliner looking is fix highlight life fenty beauty kit boy know is love make yeaheheh go ruin makeup yeaheheh love make yeaheheh go ruin makeup yeaheheh let stay bag like mad s mood s vibe s look it92s match attitude dream mine dream mine say m m find works time love make yeaheheh love make go ruin makeup yeaheheh go head ruin makeup love make yeaheheh love make go ruin makeup yeaheheh go ruin makeup yuh outro nan,163
ARIANA GRANDE,uc0u8203 my hair,want touch way do mind got body s touch way skin do be scared run hands hair baby s s come run hands hair ooh baby do be scared run hands hair s been way inches back do let people touch tonight get pass spend dimes spend time keep sometimes s tracks do care mmm run hands hair baby s s come run hands hair ooh baby do be scared run hands hair know ai muc0u1077 let ya mmm ai usually luc0u1077 t ya run hands hair baby s s run hands hair ooh do be scared come run hands hair outro nan,111
ARIANA GRANDE,uc0u8203 nasty,got feels kinduc0u8197 ofu8197 ways be wait wannau8197 keep real playin let take way m sayin wan make time ya s ya pussy designed ya ya know sign line ya bet look mind ya do wan wait tonight wan get waitin waitin waitin do wan wait tonight wan get waitin waitin waitin waitin do wan wait tonight wan get nasty tonight wan get nasty promise ima give had do s gon be break habit re constellation swimming vacation promise m gon love wake am wan make time ya ah s ya pussy designed ya ya know sign line ya bet look mm mind ya my mind do wan wait tonight wan get hey waitin mm waitin do wan wait tonight wan get waitin waitin waitin waitin do wan wait tonight wan get nasty mm ah tonight wan get nasty boy boy yeah boy know vibes do waste time take s mind make life get homies bounce bounce switch bed couch couch get know m inside conversation words ah been m body ta say something s way tell speak truth do wan wait baby tonight wan get hey waitin waitin mm waitin do wan wait tonight wan get waitin waitin waitin waitin do wan wait tonight wan get tonight wan get mm tonight know,225
ARIANA GRANDE,uc0u8203 needy,say is wait ve been roller coaster tryna get hold emotions know is need close i92ma scream shout love passionate do give fucks admit m lil messed hide m dressed m love overthinking heart think got be way needy be tell feels be needed be please know feels be needed sorry m lot sorry think m sorry say way go call damage can92t help help trust is need touch i92ma scream shout love passionate do give fucks admit i92m lil messed hide m dressed m love overthinking heart think got be way needy be tell feels be needed,92
ARIANA GRANDE,uc0u8203 pete davidson,thought life woah look mind yuh place time look align know know re soulmate i92m oohooh ooh ooh life got oohooh ooh ooh got ima be ima be won92t get crying yeah gon be ima be ima be yeah gon be ima be ima be yeah gon be,52
ARIANA GRANDE,uc0u8203 positions,boy m meet mama sunday make lotta love monday ah ah need one babe be switchin positions cookin kitchen m bedroom m olympics way m hoops know love infinite nothin92 wouldn92t do do switchin92 perfect perfect re be re be get tired runnin fuck i92m runnin said boy m meet mama sunday make lotta love monday ah ah need onuc0u1077 babe be switchin positions cookin kitchen m bedroom m olympics way m hoops know love infinite do do switchin cookin kitchen m bedroom m olympics way m hoops know love infinite do nothin do switchin shit do do yeah kinda want mmm re m m m switchin positions shit do do do do kinda want mmm re m re switchin positions cookin kitchen m bedroom m olympics way m hoops jumpin jumpin know love infinite do do switchin ooh woah cookin kitchen m bedroom m olympics way m hoops know love infinite do do do switchin outro nan yeah,170
ARIANA GRANDE,uc0u8203 pov,got babe made glass way see know do ca seem keep nothing touch soul outside permeate ego pride wan love ooh way love ooh ooh pretty love see point view wan trust trust way trust trust ooh nobody loved do love see point view m tting used receiving tting leaving ima love m scared learnin be love lips say things ve been afraid feel startin subside learnin believe is wan love ooh way love ooh ooh pretty love see point view wan trust trust way trust trust ooh nobody loved do love see point view believe see know be m fallin fallin frozen thawing got right keep waitin waitin baggage fadin my baggage fadin eyes deceive wo let stray wan love ooh way love ooh ooh pretty love see point view wan trust trust way trust baby trust nobody loved do,160
